"Time","no2_aq10"
2025-02-18 14:38:30,16.6
2025-02-18 14:38:35,15.5
2025-02-18 14:38:40,13.2
2025-02-18 14:38:45,15.4
2025-02-18 14:38:50,24.8
2025-02-18 14:38:55,20.1
2025-02-18 14:39:00,23.3
2025-02-18 14:39:05,18.6
2025-02-18 14:39:10,13.7
2025-02-18 14:39:15,18.6
2025-02-18 14:39:20,14.4
2025-02-18 14:39:25,13.8
2025-02-18 14:39:30,12.2
2025-02-18 14:39:35,11.8
2025-02-18 14:39:40,13.7
2025-02-18 14:39:45,16.5
2025-02-18 14:39:50,17.2
2025-02-18 14:39:55,11.8
2025-02-18 14:40:00,12.1
2025-02-18 14:40:05,12.1
2025-02-18 14:40:10,15.0
2025-02-18 14:40:15,16.2
2025-02-18 14:40:20,12.8
2025-02-18 14:40:25,10.5
2025-02-18 14:40:30,12.1
2025-02-18 14:40:35,15.4
2025-02-18 14:40:40,14.1
2025-02-18 14:40:45,14.8
2025-02-18 14:40:50,13.1
2025-02-18 14:40:55,12.2
2025-02-18 14:41:00,15.7
2025-02-18 14:41:05,17.6
2025-02-18 14:41:10,19.2
2025-02-18 14:41:15,14.4
2025-02-18 14:41:20,15.9
2025-02-18 14:41:25,15.1
2025-02-18 14:41:30,12.1
2025-02-18 14:41:35,10.8
2025-02-18 14:41:40,12.0
2025-02-18 14:41:45,10.1
2025-02-18 14:41:50,10.1
2025-02-18 14:41:55,10.9
2025-02-18 14:42:00,22.5
2025-02-18 14:42:05,38.8
2025-02-18 14:42:10,35.6
2025-02-18 14:42:15,44.7
2025-02-18 14:42:20,44.9
2025-02-18 14:42:25,60.0
2025-02-18 14:42:30,50.5
2025-02-18 14:42:35,48.2
2025-02-18 14:42:40,65.3
2025-02-18 14:42:45,53.0
2025-02-18 14:42:50,33.9
2025-02-18 14:42:55,31.4
2025-02-18 14:43:00,69.3
2025-02-18 14:43:05,39.9
2025-02-18 14:43:10,26.7
2025-02-18 14:43:15,29.6
2025-02-18 14:43:20,31.0
2025-02-18 14:43:25,32.0
2025-02-18 14:43:30,33.6
2025-02-18 14:43:35,28.8
2025-02-18 14:43:40,25.9
2025-02-18 14:43:45,32.8
2025-02-18 14:43:50,25.4
2025-02-18 14:43:55,24.3
2025-02-18 14:44:00,29.6
2025-02-18 14:44:05,38.3
2025-02-18 14:44:10,66.1
2025-02-18 14:44:15,25.6
2025-02-18 14:44:20,23.2
2025-02-18 14:44:25,34.9
2025-02-18 14:44:30,15.4
2025-02-18 14:44:35,14.1
2025-02-18 14:44:40,53.4
2025-02-18 14:44:45,29.3
2025-02-18 14:44:50,20.0
2025-02-18 14:44:55,18.6
2025-02-18 14:45:00,24.1
2025-02-18 14:45:05,20.9
2025-02-18 14:45:10,31.5
2025-02-18 14:45:15,11.8
2025-02-18 14:45:20,17.5
2025-02-18 14:45:25,14.5
2025-02-18 14:45:30,15.7
2025-02-18 14:45:35,13.2
2025-02-18 14:45:40,14.1
2025-02-18 14:45:45,13.3
2025-02-18 14:45:50,35.7
2025-02-18 14:45:55,21.1
2025-02-18 14:46:00,108
2025-02-18 14:46:05,51.4
2025-02-18 14:46:10,23.9
2025-02-18 14:46:15,15.0
2025-02-18 14:46:20,21.6
2025-02-18 14:46:25,21.1
2025-02-18 14:46:30,18.7
2025-02-18 14:46:35,37.0
2025-02-18 14:46:40,38.5
2025-02-18 14:46:45,50.5
2025-02-18 14:46:50,64.9
2025-02-18 14:46:55,28.5
2025-02-18 14:47:00,99.8
2025-02-18 14:47:05,137
2025-02-18 14:47:10,41.4
2025-02-18 14:47:15,28.5
2025-02-18 14:47:20,55.5
2025-02-18 14:47:25,25.5
2025-02-18 14:47:30,45.0
2025-02-18 14:47:35,32.9
2025-02-18 14:47:40,29.2
2025-02-18 14:47:45,42.5
2025-02-18 14:47:50,27.8
2025-02-18 14:47:55,26.5
2025-02-18 14:48:00,20.3
2025-02-18 14:48:05,34.7
2025-02-18 14:48:10,50.3
2025-02-18 14:48:15,21.8
2025-02-18 14:48:20,62.1
2025-02-18 14:48:25,34.2
2025-02-18 14:48:30,42.2
2025-02-18 14:48:35,43.2
2025-02-18 14:48:40,28.0
2025-02-18 14:48:45,10.5
2025-02-18 14:48:50,17.3
2025-02-18 14:48:55,21.5
2025-02-18 14:49:00,16.3
2025-02-18 14:49:05,10.0
2025-02-18 14:49:10,2.24
2025-02-18 14:49:15,2.73
2025-02-18 14:49:20,2.16
2025-02-18 14:49:25,3.08
2025-02-18 14:49:30,4.35
2025-02-18 14:49:35,4.48
2025-02-18 14:49:40,5.30
2025-02-18 14:49:45,6.70
2025-02-18 14:49:50,6.95
2025-02-18 14:49:55,8.06
2025-02-18 14:50:00,7.21
2025-02-18 14:50:05,7.00
2025-02-18 14:50:10,8.32
2025-02-18 14:50:15,6.74
2025-02-18 14:50:20,8.35
2025-02-18 14:50:25,6.30
2025-02-18 14:50:30,6.34
2025-02-18 14:50:35,5.44
2025-02-18 14:50:40,5.56
2025-02-18 14:50:45,6.49
2025-02-18 14:50:50,6.95
2025-02-18 14:50:55,6.76
2025-02-18 14:51:00,6.34
2025-02-18 14:51:05,8.24
2025-02-18 14:51:10,10.2
2025-02-18 14:51:15,10.3
2025-02-18 14:51:20,10.5
2025-02-18 14:51:25,12.0
2025-02-18 14:51:30,14.5
2025-02-18 14:51:35,15.3
2025-02-18 14:51:40,16.4
2025-02-18 14:51:45,14.0
2025-02-18 14:51:50,12.6
2025-02-18 14:51:55,10.5
2025-02-18 14:52:00,11.7
2025-02-18 14:52:05,12.2
2025-02-18 14:52:10,14.9
2025-02-18 14:52:15,12.2
2025-02-18 14:52:20,13.7
2025-02-18 14:52:25,13.0
2025-02-18 14:52:30,15.4
2025-02-18 14:52:35,14.1
2025-02-18 14:52:40,11.9
2025-02-18 14:52:45,20.1
2025-02-18 14:52:50,35.2
2025-02-18 14:52:55,24.3
2025-02-18 14:53:00,21.8
2025-02-18 14:53:05,16.3
2025-02-18 14:53:10,20.8
2025-02-18 14:53:15,12.5
2025-02-18 14:53:20,9.29
2025-02-18 14:53:25,10.7
2025-02-18 14:53:30,6.93
2025-02-18 14:53:35,9.31
2025-02-18 14:53:40,9.35
2025-02-18 14:53:45,8.20
2025-02-18 14:53:50,8.88
2025-02-18 14:53:55,7.70
2025-02-18 14:54:00,8.52
2025-02-18 14:54:05,9.62
2025-02-18 14:54:10,10.2
2025-02-18 14:54:15,10.6
2025-02-18 14:54:20,8.76
2025-02-18 14:54:25,10.7
2025-02-18 14:54:30,11.3
2025-02-18 14:54:35,11.0
2025-02-18 14:54:40,9.35
2025-02-18 14:54:45,10.2
2025-02-18 14:54:50,11.0
2025-02-18 14:54:55,11.9
2025-02-18 14:55:00,13.6
2025-02-18 14:55:05,12.2
2025-02-18 14:55:10,13.3
2025-02-18 14:55:15,18.2
2025-02-18 14:55:20,23.5
2025-02-18 14:55:25,25.0
2025-02-18 14:55:30,15.1
2025-02-18 14:55:35,14.9
2025-02-18 14:55:40,12.9
2025-02-18 14:55:45,15.6
2025-02-18 14:55:50,13.1
2025-02-18 14:55:55,15.4
2025-02-18 14:56:00,15.1
2025-02-18 14:56:05,16.1
2025-02-18 14:56:10,13.7
2025-02-18 14:56:15,12.0
2025-02-18 14:56:20,12.4
2025-02-18 14:56:25,12.7
2025-02-18 14:56:30,10.2
2025-02-18 14:56:35,13.6
2025-02-18 14:56:40,14.8
2025-02-18 14:56:45,12.1
2025-02-18 14:56:50,12.6
2025-02-18 14:56:55,12.8
2025-02-18 14:57:00,13.3
2025-02-18 14:57:05,41.1
2025-02-18 14:57:10,49.7
2025-02-18 14:57:15,40.0
2025-02-18 14:57:20,40.6
2025-02-18 14:57:25,27.3
2025-02-18 14:57:30,29.1
2025-02-18 14:57:35,12.4
2025-02-18 14:57:40,11.6
2025-02-18 14:57:45,27.3
2025-02-18 14:57:50,18.2
2025-02-18 14:57:55,11.1
2025-02-18 14:58:00,11.9
2025-02-18 14:58:05,16.3
2025-02-18 14:58:10,25.7
2025-02-18 14:58:15,30.9
2025-02-18 14:58:20,28.3
2025-02-18 14:58:25,25.8
2025-02-18 14:58:30,27.7
2025-02-18 14:58:35,19.7
2025-02-18 14:58:40,13.6
2025-02-18 14:58:45,19.7
2025-02-18 14:58:50,18.8
2025-02-18 14:58:55,14.2
2025-02-18 14:59:00,16.8
2025-02-18 14:59:05,22.2
2025-02-18 14:59:10,40.8
2025-02-18 14:59:15,33.8
2025-02-18 14:59:20,14.3
2025-02-18 14:59:25,12.9
2025-02-18 14:59:30,18.5
2025-02-18 14:59:35,19.5
2025-02-18 14:59:40,24.3
2025-02-18 14:59:45,22.2
2025-02-18 14:59:50,16.1
2025-02-18 14:59:55,13.2
2025-02-18 15:00:00,19.1
2025-02-18 15:00:05,28.4
2025-02-18 15:00:10,12.2
2025-02-18 15:00:15,11.9
2025-02-18 15:00:20,13.0
2025-02-18 15:00:25,25.4
2025-02-18 15:00:30,19.5
2025-02-18 15:00:35,16.8
2025-02-18 15:00:40,12.3
2025-02-18 15:00:45,11.4
2025-02-18 15:00:50,11.0
2025-02-18 15:00:55,13.1
2025-02-18 15:01:00,19.9
2025-02-18 15:01:05,14.2
2025-02-18 15:01:10,17.6
2025-02-18 15:01:15,21.2
2025-02-18 15:01:20,16.7
2025-02-18 15:01:25,11.3
2025-02-18 15:01:30,9.61
2025-02-18 15:01:35,9.64
2025-02-18 15:01:40,9.86
2025-02-18 15:01:45,11.5
2025-02-18 15:01:50,11.2
2025-02-18 15:01:55,29.9
2025-02-18 15:02:00,36.4
2025-02-18 15:02:05,10.4
2025-02-18 15:02:10,8.75
2025-02-18 15:02:15,12.3
2025-02-18 15:02:20,10.7
2025-02-18 15:02:25,12.0
2025-02-18 15:02:30,13.1
2025-02-18 15:02:35,11.4
2025-02-18 15:02:40,13.5
2025-02-18 15:02:45,7.99
2025-02-18 15:02:50,8.74
2025-02-18 15:02:55,12.3
2025-02-18 15:03:00,6.06
2025-02-18 15:03:05,10.2
2025-02-18 15:03:10,10.8
2025-02-18 15:03:15,8.43
2025-02-18 15:03:20,11.8
2025-02-18 15:03:25,9.29
2025-02-18 15:03:30,15.6
2025-02-18 15:03:35,6.72
2025-02-18 15:03:40,5.88
2025-02-18 15:03:45,10.1
2025-02-18 15:03:50,7.11
2025-02-18 15:03:55,10.1
2025-02-18 15:04:00,19.2
2025-02-18 15:04:05,12.7
2025-02-18 15:04:10,4.85
2025-02-18 15:04:15,6.50
2025-02-18 15:04:20,6.72
2025-02-18 15:04:25,4.40
2025-02-18 15:04:30,3.19
2025-02-18 15:04:35,5.44
2025-02-18 15:04:40,6.13
2025-02-18 15:04:45,6.72
2025-02-18 15:04:50,8.67
2025-02-18 15:04:55,11.3
2025-02-18 15:05:00,7.57
2025-02-18 15:05:05,10.1
2025-02-18 15:05:10,8.18
2025-02-18 15:05:15,9.35
2025-02-18 15:05:20,6.82
2025-02-18 15:05:25,12.4
2025-02-18 15:05:30,13.2
2025-02-18 15:05:35,8.90
2025-02-18 15:05:40,12.8
2025-02-18 15:05:45,12.8
2025-02-18 15:05:50,17.5
2025-02-18 15:05:55,12.3
2025-02-18 15:06:00,13.1
2025-02-18 15:06:05,9.26
2025-02-18 15:06:10,10.6
2025-02-18 15:06:15,8.00
2025-02-18 15:06:20,7.22
2025-02-18 15:06:25,5.41
2025-02-18 15:06:30,7.80
2025-02-18 15:06:35,12.6
2025-02-18 15:06:40,9.20
2025-02-18 15:06:45,3.17
2025-02-18 15:06:50,1.16
2025-02-18 15:06:55,1.45
2025-02-18 15:07:00,1.90
2025-02-18 15:07:05,2.46
2025-02-18 15:07:10,2.11
2025-02-18 15:07:15,3.71
2025-02-18 15:07:20,3.42
2025-02-18 15:07:25,4.31
2025-02-18 15:07:30,4.12
2025-02-18 15:07:35,4.25
2025-02-18 15:07:40,4.21
2025-02-18 15:07:45,4.37
2025-02-18 15:07:50,5.12
2025-02-18 15:07:55,5.43
2025-02-18 15:08:00,7.18
2025-02-18 15:08:05,6.87
2025-02-18 15:08:10,6.48
2025-02-18 15:08:15,8.07
2025-02-18 15:08:20,7.55
2025-02-18 15:08:25,10.2
2025-02-18 15:08:30,12.0
2025-02-18 15:08:35,9.38
2025-02-18 15:08:40,7.79
2025-02-18 15:08:45,6.92
2025-02-18 15:08:50,8.02
2025-02-18 15:08:55,6.84
2025-02-18 15:09:00,8.35
2025-02-18 15:09:05,9.01
2025-02-18 15:09:10,8.57
2025-02-18 15:09:15,7.56
2025-02-18 15:09:20,10.8
2025-02-18 15:09:25,13.4
2025-02-18 15:09:30,13.6
2025-02-18 15:09:35,16.6
2025-02-18 15:09:40,12.6
2025-02-18 15:09:45,10.9
2025-02-18 15:09:50,10.2
2025-02-18 15:09:55,10.2
2025-02-18 15:10:00,9.70
2025-02-18 15:10:05,8.72
2025-02-18 15:10:10,11.0
2025-02-18 15:10:15,7.58
2025-02-18 15:10:20,5.87
2025-02-18 15:10:25,6.36
2025-02-18 15:10:30,6.18
2025-02-18 15:10:35,6.60
2025-02-18 15:10:40,5.79
2025-02-18 15:10:45,5.99
2025-02-18 15:10:50,5.65
2025-02-18 15:10:55,6.73
2025-02-18 15:11:00,7.95
2025-02-18 15:11:05,6.90
2025-02-18 15:11:10,6.58
2025-02-18 15:11:15,7.46
2025-02-18 15:11:20,7.69
2025-02-18 15:11:25,7.56
2025-02-18 15:11:30,8.59
2025-02-18 15:11:35,7.27
2025-02-18 15:11:40,8.85
2025-02-18 15:11:45,7.83
2025-02-18 15:11:50,7.58
2025-02-18 15:11:55,5.57
2025-02-18 15:12:00,6.60
2025-02-18 15:12:05,7.48
2025-02-18 15:12:10,6.98
2025-02-18 15:12:15,6.49
2025-02-18 15:12:20,5.92
2025-02-18 15:12:25,6.80
2025-02-18 15:12:30,6.85
2025-02-18 15:12:35,5.56
2025-02-18 15:12:40,7.99
2025-02-18 15:12:45,8.81
2025-02-18 15:12:50,11.7
2025-02-18 15:12:55,10.6
2025-02-18 15:13:00,12.8
2025-02-18 15:13:05,11.2
2025-02-18 15:13:10,13.8
2025-02-18 15:13:15,13.5
2025-02-18 15:13:20,13.7
2025-02-18 15:13:25,11.5
2025-02-18 15:13:30,11.6
2025-02-18 15:13:35,9.58
2025-02-18 15:13:40,8.99
2025-02-18 15:13:45,10.2
2025-02-18 15:13:50,8.33
2025-02-18 15:13:55,8.09
2025-02-18 15:14:00,7.03
2025-02-18 15:14:05,7.20
2025-02-18 15:14:10,6.93
2025-02-18 15:14:15,7.49
2025-02-18 15:14:20,6.55
2025-02-18 15:14:25,6.27
2025-02-18 15:14:30,9.08
2025-02-18 15:14:35,7.24
2025-02-18 15:14:40,6.26
2025-02-18 15:14:45,7.88
2025-02-18 15:14:50,8.19
2025-02-18 15:14:55,8.74
2025-02-18 15:15:00,9.04
2025-02-18 15:15:05,9.97
2025-02-18 15:15:10,9.59
2025-02-18 15:15:15,36.3
2025-02-18 15:15:20,43.9
2025-02-18 15:15:25,45.4
2025-02-18 15:15:30,37.6
2025-02-18 15:15:35,36.0
2025-02-18 15:15:40,33.4
2025-02-18 15:15:45,32.2
2025-02-18 15:15:50,31.2
2025-02-18 15:15:55,26.1
2025-02-18 15:16:00,24.0
2025-02-18 15:16:05,28.8
2025-02-18 15:16:10,32.7
2025-02-18 15:16:15,23.9
2025-02-18 15:16:20,22.9
2025-02-18 15:16:25,22.3
2025-02-18 15:16:30,19.8
2025-02-18 15:16:35,32.2
2025-02-18 15:16:40,32.1
2025-02-18 15:16:45,38.5
2025-02-18 15:16:50,41.4
2025-02-18 15:16:55,30.5
2025-02-18 15:17:00,34.7
2025-02-18 15:17:05,24.2
2025-02-18 15:17:10,27.2
2025-02-18 15:17:15,13.5
2025-02-18 15:17:20,7.62
2025-02-18 15:17:25,8.85
2025-02-18 15:17:30,7.88
2025-02-18 15:17:35,5.91
2025-02-18 15:17:40,5.72
2025-02-18 15:17:45,5.80
2025-02-18 15:17:50,6.14
2025-02-18 15:17:55,6.04
2025-02-18 15:18:00,5.30
2025-02-18 15:18:05,5.74
2025-02-18 15:18:10,4.99
2025-02-18 15:18:15,4.36
2025-02-18 15:18:20,4.81
2025-02-18 15:18:25,4.35
2025-02-18 15:18:30,5.34
2025-02-18 15:18:35,5.03
2025-02-18 15:18:40,4.24
2025-02-18 15:18:45,4.49
2025-02-18 15:18:50,3.70
2025-02-18 15:18:55,4.09
2025-02-18 15:19:00,3.95
2025-02-18 15:19:05,4.43
2025-02-18 15:19:10,4.55
2025-02-18 15:19:15,4.77
2025-02-18 15:19:20,4.57
2025-02-18 15:19:25,3.90
2025-02-18 15:19:30,4.40
2025-02-18 15:19:35,3.62
2025-02-18 15:19:40,4.22
2025-02-18 15:19:45,3.99
2025-02-18 15:19:50,4.55
2025-02-18 15:19:55,4.43
2025-02-18 15:20:00,4.56
